time, R
4.572498,1.048674
4.573758,1.048278
4.575018,1.047882
4.576278,1.047486
4.577536,1.047090
4.578794,1.046693
4.580051,1.046296
4.581308,1.045899
4.582564,1.045502
4.583819,1.045104
4.585073,1.044707
4.586327,1.044309
4.587580,1.043911
4.588833,1.043512
4.590085,1.043114
4.591336,1.042715
4.592587,1.042316
4.593837,1.041917
4.595086,1.041518
4.596335,1.041118
4.597583,1.040719
4.598831,1.040319
4.600078,1.039919
4.601324,1.039518
4.602569,1.039118
4.603814,1.038717
4.605059,1.038316
4.606303,1.037915
4.607546,1.037514
4.608788,1.037112
4.610030,1.036711
4.611272,1.036309
4.612512,1.035907
4.613753,1.035505
4.614992,1.035102
4.616231,1.034700
4.617470,1.034297
4.618707,1.033894
4.619945,1.033491
4.621181,1.033087
4.622417,1.032684
4.623653,1.032280
4.624888,1.031876
4.626122,1.031472
4.627356,1.031068
4.628589,1.030663
4.629822,1.030259
4.631054,1.029854
4.632285,1.029449
4.633516,1.029044
4.634747,1.028638
4.635977,1.028233
4.637206,1.027827
4.638435,1.027421
4.639663,1.027015
4.640891,1.026609
4.642118,1.026203
4.643345,1.025796
4.644571,1.025389
4.645796,1.024982
4.647021,1.024575
4.648246,1.024168
4.649470,1.023761
4.650693,1.023353
4.651916,1.022945
4.653139,1.022537
4.654361,1.022129
4.655582,1.021721
4.656803,1.021312
4.658024,1.020904
4.659243,1.020495
4.660463,1.020086
4.661682,1.019677
4.662900,1.019268
4.664118,1.018858
4.665336,1.018449
4.666553,1.018039
4.667769,1.017629
4.668985,1.017219
4.670201,1.016809
4.671416,1.016398
4.672630,1.015988
4.673844,1.015577
4.675058,1.015166
4.676271,1.014755
4.677484,1.014344
4.678696,1.013932
4.679908,1.013521
4.681119,1.013109
4.682330,1.012698
4.683540,1.012286
4.684750,1.011874
4.685960,1.011461
4.687169,1.011049
4.688377,1.010636
4.689586,1.010224
4.690793,1.009811
4.692001,1.009398
4.693208,1.008985
4.694414,1.008571
4.695620,1.008158
4.696826,1.007745
4.698031,1.007331
4.699235,1.006917
4.700440,1.006503
4.701644,1.006089
4.702847,1.005675
4.704050,1.005260
4.705253,1.004846
4.706455,1.004431
4.707657,1.004016
4.708858,1.003601
4.710060,1.003186
4.711260,1.002771
4.712460,1.002356
4.713660,1.001940
4.714860,1.001525
4.716059,1.001109
4.717258,1.000693
4.718456,1.000277
4.719654,0.999861
4.720851,0.999445
4.722049,0.999028
4.723245,0.998612
4.724442,0.998195
4.725638,0.997778
4.726834,0.997361
4.728029,0.996944
4.729224,0.996527
4.730419,0.996110
4.731613,0.995693
4.732807,0.995275
4.734000,0.994858
4.735194,0.994440
4.736387,0.994022
4.737579,0.993604
4.738771,0.993186
4.739963,0.992768
4.741155,0.992349
4.742346,0.991931
4.743537,0.991512
4.744727,0.991094
4.745917,0.990675
4.747107,0.990256
4.748297,0.989837
4.749486,0.989418
4.750675,0.988999
4.751864,0.988579
4.753052,0.988160
4.754240,0.987741
4.755428,0.987321
4.756615,0.986901
4.757802,0.986481
4.758989,0.986061
4.760175,0.985641
4.761361,0.985221
4.762547,0.984801
4.763733,0.984381
4.764918,0.983960
4.766103,0.983540
4.767288,0.983119
4.768472,0.982698
4.769657,0.982277
4.770840,0.981857
4.772024,0.981436
4.773207,0.981014
4.774391,0.980593
4.775573,0.980172
4.776756,0.979751
4.777938,0.979329
4.779120,0.978908
4.780302,0.978486
4.781484,0.978064
4.782665,0.977642
4.783846,0.977220
4.785027,0.976798
4.786207,0.976376
4.787388,0.975954
4.788568,0.975532
4.789748,0.975110
4.790927,0.974687
4.792107,0.974265
4.793286,0.973842
4.794465,0.973420
4.795643,0.972997
4.796822,0.972574
4.798000,0.972151
4.799178,0.971728
4.800356,0.971305
4.801534,0.970882
4.802711,0.970459
4.803889,0.970036
4.805066,0.969613
4.806242,0.969189
4.807419,0.968766
4.808596,0.968343
4.809772,0.967919
4.810948,0.967495
4.812124,0.967072
4.813300,0.966648
4.814475,0.966224
4.815650,0.965800
4.816826,0.965377
4.818001,0.964953
4.819175,0.964529
4.820350,0.964105
4.821525,0.963680
4.822699,0.963256
4.823873,0.962832
4.825047,0.962408
4.826221,0.961983
4.827395,0.961559
4.828568,0.961135
4.829742,0.960710
4.830915,0.960286
4.832088,0.959861
4.833261,0.959436
4.834434,0.959012
4.835607,0.958587
4.836780,0.958162
4.837952,0.957737
4.839125,0.957313
4.840297,0.956888
4.841469,0.956463
4.842641,0.956038
4.843813,0.955613
4.844985,0.955188
4.846157,0.954763
4.847328,0.954338
4.848500,0.953913
4.849671,0.953487
4.850843,0.953062
4.852014,0.952637
4.853185,0.952212
4.854356,0.951787
4.855527,0.951361
4.856698,0.950936
4.857869,0.950511
4.859040,0.950085
4.860210,0.949660
4.861381,0.949235
4.862551,0.948809
4.863722,0.948384
4.864892,0.947958
4.866063,0.947533
4.867233,0.947107
4.868403,0.946682
4.869574,0.946256
4.870744,0.945831
4.871914,0.945405
4.873084,0.944980
4.874254,0.944554
4.875424,0.944129
4.876594,0.943703
4.877764,0.943278
4.878934,0.942852
4.880104,0.942426
4.881274,0.942001
4.882444,0.941575
4.883614,0.941150
4.884784,0.940724
4.885954,0.940299
4.887124,0.939873
4.888294,0.939448
4.889464,0.939022
4.890634,0.938597
4.891804,0.938171
4.892974,0.937746
4.894144,0.937320
4.895314,0.936895
4.896484,0.936469
4.897654,0.936044
4.898824,0.935618
4.899995,0.935193
4.901165,0.934767
4.902335,0.934342
4.903505,0.933917
4.904676,0.933491
4.905846,0.933066
4.907017,0.932641
4.908187,0.932216
4.909358,0.931791
4.910529,0.931365
4.911699,0.930940
4.912870,0.930515
4.914041,0.930090
4.915212,0.929665
4.916383,0.929240
4.917555,0.928815
4.918726,0.928390
4.919897,0.927965
4.921069,0.927540
4.922240,0.927116
4.923412,0.926691
4.924584,0.926266
4.925756,0.925842
4.926928,0.925417
4.928100,0.924992
4.929272,0.924568
4.930445,0.924143
4.931617,0.923719
4.932790,0.923295
4.933963,0.922870
4.935136,0.922446
4.936309,0.922022
4.937482,0.921598
4.938656,0.921174
4.939830,0.920750
4.941003,0.920326
4.942177,0.919902
4.943352,0.919479
4.944526,0.919055
4.945701,0.918631
4.946875,0.918208
4.948050,0.917784
4.949225,0.917361
4.950401,0.916938
4.951576,0.916514
4.952752,0.916091
4.953928,0.915668
4.955104,0.915245
4.956280,0.914822
4.957457,0.914399
4.958634,0.913977
4.959811,0.913554
4.960988,0.913132
4.962166,0.912709
4.963344,0.912287
4.964522,0.911865
4.965700,0.911442
4.966879,0.911020
4.968058,0.910598
4.969237,0.910177
4.970416,0.909755
4.971596,0.909333
4.972776,0.908912
4.973956,0.908490
4.975137,0.908069
4.976318,0.907648
4.977499,0.907227
4.978680,0.906806
4.979862,0.906385
4.981044,0.905964
4.982227,0.905544
4.983410,0.905123
4.984593,0.904703
4.985776,0.904283
4.986960,0.903863
4.988144,0.903443
4.989329,0.903023
4.990514,0.902603
4.991699,0.902184
4.992885,0.901765
4.994071,0.901345
4.995257,0.900926
4.996444,0.900507
4.997631,0.900088
4.998819,0.899670
5.000007,0.899251
5.001195,0.898833
5.002384,0.898415
5.003573,0.897997
5.004763,0.897579
5.005953,0.897161
5.007143,0.896743
5.008334,0.896326
5.009526,0.895909
5.010718,0.895492
5.011910,0.895075
5.013103,0.894658
5.014296,0.894242
5.015490,0.893825
5.016684,0.893409
5.017879,0.892993
5.019074,0.892577
5.020270,0.892161
5.021466,0.891746
5.022663,0.891331
5.023860,0.890916
5.025058,0.890501
5.026256,0.890086
5.027455,0.889672
5.028655,0.889257
5.029855,0.888843
5.031056,0.888429
5.032257,0.888016
5.033458,0.887602
5.034661,0.887189
5.035864,0.886776
5.037067,0.886363
5.038271,0.885950
5.039476,0.885538
5.040681,0.885126
5.041887,0.884714
5.043094,0.884302
5.044301,0.883890
5.045509,0.883479
5.046718,0.883068
5.047927,0.882657
5.049137,0.882247
5.050347,0.881836
5.051559,0.881426
5.052771,0.881016
5.053983,0.880607
5.055197,0.880198
5.056411,0.879788
5.057626,0.879380
5.058841,0.878971
5.060058,0.878563
5.061275,0.878155
5.062492,0.877747
5.063711,0.877339
5.064930,0.876932
5.066151,0.876525
5.067371,0.876118
5.068593,0.875712
5.069816,0.875306
5.071039,0.874900
5.072263,0.874494
5.073488,0.874089
5.074714,0.873684
5.075941,0.873279
5.077169,0.872875
5.078397,0.872471
5.079627,0.872067
5.080857,0.871664
5.082088,0.871260
5.083320,0.870858
5.084553,0.870455
5.085787,0.870053
5.087022,0.869651
5.088258,0.869249
5.089495,0.868848
5.090733,0.868447
5.091972,0.868047
5.093211,0.867646
5.094452,0.867246
5.095694,0.866847
5.096937,0.866447
5.098181,0.866049
5.099426,0.865650
5.100672,0.865252
5.101919,0.864854
5.103167,0.864457
5.104416,0.864059
5.105667,0.863663
5.106918,0.863266
5.108171,0.862870
5.109425,0.862475
5.110680,0.862080
5.111936,0.861685
5.113193,0.861290
5.114452,0.860896
5.115712,0.860503
5.116973,0.860109
5.118235,0.859716
5.119499,0.859324
5.120763,0.858932
5.122029,0.858540
5.123297,0.858149
5.124565,0.857758
5.125835,0.857368
5.127107,0.856978
5.128379,0.856588
5.129653,0.856199
5.130929,0.855811
5.132206,0.855422
5.133484,0.855035
5.134763,0.854647
5.136045,0.854260
5.137327,0.853874
5.138611,0.853488
5.139897,0.853103
5.141184,0.852718
5.142472,0.852333
5.143762,0.851949
5.145054,0.851566
5.146347,0.851182
5.147642,0.850800
5.148939,0.850418
5.150237,0.850036
5.151537,0.849655
5.152838,0.849275
5.154141,0.848894
5.155446,0.848515
5.156753,0.848136
5.158061,0.847757
5.159371,0.847379
5.160683,0.847002
5.161997,0.846625
5.163312,0.846249
5.164630,0.845873
5.165949,0.845498
5.167270,0.845123
5.168593,0.844749
5.169918,0.844376
5.171245,0.844003
5.172574,0.843630
5.173905,0.843258
5.175238,0.842887
5.176573,0.842517
5.177910,0.842147
5.179249,0.841777
5.180591,0.841408
5.181934,0.841040
5.183280,0.840673
5.184628,0.840306
5.185978,0.839940
5.187331,0.839574
5.188686,0.839209
5.190043,0.838845
5.191402,0.838481
5.192764,0.838118
5.194128,0.837756
5.195495,0.837394
5.196864,0.837033
5.198236,0.836673
5.199610,0.836313
5.200987,0.835954
5.202366,0.835596
5.203748,0.835239
5.205133,0.834882
5.206521,0.834526
5.207911,0.834171
5.209304,0.833816
5.210700,0.833462
5.212098,0.833109
5.213500,0.832757
5.214904,0.832406
5.216312,0.832055
5.217722,0.831705
5.219136,0.831356
5.220552,0.831007
5.221972,0.830660
5.223395,0.830313
5.224821,0.829967
5.226251,0.829622
5.227684,0.829278
5.229120,0.828935
5.230559,0.828592
5.232002,0.828250
5.233449,0.827910
5.234899,0.827570
5.236353,0.827231
5.237810,0.826893
5.239272,0.826555
5.240737,0.826219
5.242206,0.825884
5.243678,0.825549
5.245155,0.825216
5.246636,0.824883
5.248121,0.824552
5.249610,0.824221
5.251103,0.823891
5.252601,0.823563
5.254102,0.823235
5.255609,0.822909
5.257120,0.822583
5.258635,0.822259
5.260155,0.821935
5.261680,0.821613
5.263210,0.821291
5.264745,0.820971
5.266284,0.820652
5.267829,0.820334
5.269379,0.820017
5.270934,0.819701
5.272494,0.819387
5.274060,0.819073
5.275632,0.818761
5.277209,0.818450
5.278792,0.818140
5.280381,0.817831
5.281975,0.817524
5.283576,0.817218
5.285183,0.816913
5.286797,0.816609
5.288417,0.816307
5.290043,0.816006
5.291677,0.815706
5.293317,0.815407
5.294964,0.815110
5.296619,0.814815
5.298280,0.814521
5.299950,0.814228
5.301627,0.813936
5.303311,0.813646
5.305004,0.813358
5.306705,0.813071
5.308415,0.812785
5.310133,0.812502
5.311860,0.812219
5.313596,0.811938
5.315341,0.811659
5.317095,0.811382
5.318860,0.811106
5.320634,0.810832
5.322418,0.810559
5.324214,0.810288
5.326019,0.810019
5.327837,0.809752
5.329665,0.809487
5.331505,0.809223
5.333358,0.808962
5.335222,0.808702
5.337100,0.808444
5.338991,0.808188
5.340896,0.807934
5.342815,0.807683
5.344748,0.807433
5.346697,0.807186
5.348661,0.806940
5.350642,0.806697
5.352639,0.806457
5.354654,0.806218
5.356687,0.805982
5.358738,0.805749
5.360810,0.805518
5.362902,0.805289
5.365015,0.805063
5.367150,0.804840
5.369309,0.804619
5.371493,0.804402
5.373701,0.804187
5.375937,0.803975
5.378201,0.803767
5.380496,0.803561
5.382821,0.803359
5.385181,0.803160
5.387575,0.802965
5.390008,0.802774
5.392481,0.802586
5.394998,0.802402
5.397561,0.802222
5.400174,0.802047
5.402842,0.801876
5.405570,0.801710
5.408362,0.801549
5.411226,0.801393
5.414170,0.801243
5.417203,0.801099
5.420337,0.800961
5.423587,0.800831
5.426971,0.800709
5.430514,0.800595
5.434251,0.800491
5.438228,0.800399
5.442520,0.800321
5.447252,0.800259
5.452670,0.800222
5.459452,0.800224
5.469250,0.800324
5.475602,0.800450
5.481246,0.800602
5.486174,0.800765
5.490544,0.800934
5.494504,0.801106
5.498163,0.801282
5.501596,0.801461
5.504851,0.801644
5.507966,0.801830
5.510963,0.802020
5.513861,0.802214
5.516674,0.802411
5.519412,0.802612
5.522083,0.802816
5.524693,0.803024
5.527249,0.803235
5.529756,0.803448
5.532216,0.803665
5.534634,0.803885
5.537012,0.804108
5.539354,0.804334
5.541661,0.804562
5.543935,0.804793
5.546180,0.805027
5.548395,0.805263
5.550584,0.805501
5.552746,0.805742
5.554884,0.805986
5.556998,0.806231
5.559091,0.806479
5.561161,0.806729
5.563212,0.806982
5.565243,0.807236
5.567255,0.807493
5.569249,0.807751
5.571226,0.808012
5.573187,0.808274
5.575131,0.808538
5.577060,0.808805
5.578974,0.809073
5.580873,0.809343
5.582759,0.809614
5.584631,0.809888
5.586490,0.810163
5.588336,0.810440
5.590170,0.810719
5.591993,0.810999
5.593803,0.811281
5.595603,0.811564
5.597391,0.811849
5.599169,0.812136
5.600937,0.812424
5.602694,0.812714
5.604442,0.813005
5.606180,0.813298
5.607909,0.813592
5.609629,0.813887
5.611341,0.814184
5.613043,0.814482
5.614737,0.814782
5.616423,0.815083
5.618101,0.815385
5.619771,0.815689
5.621434,0.815994
5.623089,0.816300
5.624736,0.816608
5.626377,0.816916
5.628010,0.817226
5.629637,0.817537
5.631256,0.817850
5.632870,0.818163
5.634477,0.818478
5.636077,0.818794
5.637671,0.819111
5.639260,0.819429
5.640842,0.819749
5.642418,0.820069
5.643989,0.820391
5.645554,0.820713
5.647114,0.821037
5.648668,0.821362
5.650217,0.821688
5.651760,0.822015
5.653299,0.822343
5.654832,0.822671
5.656361,0.823001
5.657884,0.823332
5.659403,0.823664
5.660917,0.823997
5.662427,0.824331
5.663932,0.824666
5.665432,0.825001
5.666928,0.825338
5.668420,0.825676
5.669907,0.826014
5.671391,0.826353
5.672870,0.826694
5.674345,0.827035
5.675816,0.827377
5.677284,0.827720
5.678747,0.828064
5.680207,0.828408
5.681662,0.828754
5.683115,0.829100
5.684563,0.829447
5.686008,0.829795
5.687449,0.830144
5.688887,0.830494
5.690322,0.830844
5.691753,0.831195
5.693180,0.831547
5.694605,0.831900
5.696026,0.832253
5.697444,0.832607
5.698859,0.832962
5.700271,0.833318
5.701680,0.833675
5.703085,0.834032
5.704488,0.834390
5.705888,0.834748
5.707285,0.835108
5.708679,0.835468
5.710070,0.835829
5.711458,0.836190
5.712844,0.836552
5.714227,0.836915
5.715607,0.837278
5.716985,0.837642
5.718360,0.838007
5.719733,0.838373
5.721103,0.838739
5.722470,0.839106
5.723835,0.839473
5.725198,0.839841
5.726558,0.840209
5.727916,0.840579
5.729271,0.840949
5.730624,0.841319
5.731975,0.841690
5.733323,0.842062
5.734670,0.842434
5.736014,0.842807
5.737356,0.843180
5.738695,0.843554
5.740033,0.843929
5.741368,0.844304
5.742702,0.844680
5.744033,0.845056
5.745363,0.845433
5.746690,0.845810
5.748015,0.846188
5.749339,0.846566
5.750660,0.846945
5.751980,0.847325
5.753297,0.847705
5.754613,0.848085
5.755927,0.848466
5.757239,0.848848
5.758550,0.849230
5.759858,0.849612
5.761165,0.849995
5.762470,0.850379
5.763773,0.850763
5.765075,0.851147
5.766375,0.851532
5.767673,0.851918
5.768970,0.852304
5.770265,0.852690
5.771558,0.853077
5.772850,0.853464
5.774140,0.853852
5.775429,0.854240
5.776716,0.854629
5.778002,0.855018
5.779286,0.855407
5.780568,0.855797
5.781850,0.856188
5.783129,0.856578
5.784408,0.856970
5.785684,0.857361
5.786960,0.857753
5.788234,0.858146
5.789507,0.858539
5.790778,0.858932
5.792048,0.859326
5.793317,0.859720
5.794584,0.860114
5.795850,0.860509
5.797115,0.860904
5.798378,0.861300
5.799640,0.861696
5.800901,0.862092
5.802161,0.862489
5.803420,0.862886
5.804677,0.863284
5.805933,0.863681
5.807188,0.864080
5.808442,0.864478
5.809694,0.864877
5.810946,0.865276
5.812196,0.865676
5.813446,0.866076
5.814694,0.866476
5.815941,0.866877
5.817187,0.867278
5.818432,0.867679
5.819675,0.868081
5.820918,0.868483
5.822160,0.868885
5.823401,0.869288
5.824640,0.869690
5.825879,0.870094
5.827117,0.870497
5.828354,0.870901
5.829589,0.871305
5.830824,0.871710
5.832058,0.872114
5.833291,0.872519
5.834523,0.872925
5.835754,0.873330
5.836984,0.873736
5.838214,0.874142
5.839442,0.874549
5.840669,0.874956
5.841896,0.875363
5.843122,0.875770
5.844347,0.876177
5.845571,0.876585
5.846794,0.876993
5.848017,0.877402
5.849238,0.877810
5.850459,0.878219
5.851679,0.878628
5.852898,0.879038
5.854117,0.879447
5.855335,0.879857
5.856551,0.880267
5.857768,0.880678
5.858983,0.881088
5.860198,0.881499
5.861412,0.881910
5.862625,0.882322
5.863838,0.882733
5.865049,0.883145
5.866261,0.883557
5.867471,0.883969
5.868681,0.884382
5.869890,0.884794
5.871098,0.885207
5.872306,0.885620
5.873513,0.886034
5.874720,0.886447
5.875926,0.886861
5.877131,0.887275
5.878335,0.887689
5.879539,0.888103
5.880743,0.888518
5.881946,0.888933
5.883148,0.889348
5.884349,0.889763
5.885550,0.890178
5.886751,0.890594
5.887951,0.891009
5.889150,0.891425
5.890349,0.891841
5.891547,0.892257
5.892745,0.892674
5.893942,0.893090
5.895139,0.893507
5.896335,0.893924
5.897531,0.894341
5.898726,0.894759
5.899920,0.895176
5.901115,0.895594
5.902308,0.896011
5.903501,0.896429
5.904694,0.896847
5.905886,0.897266
5.907078,0.897684
5.908269,0.898103
5.909460,0.898521
5.910651,0.898940
5.911841,0.899359
5.913030,0.899778
5.914219,0.900198
5.915408,0.900617
5.916596,0.901037
5.917784,0.901456
5.918972,0.901876
5.920159,0.902296
5.921345,0.902716
5.922532,0.903136
5.923718,0.903557
5.924903,0.903977
5.926088,0.904398
5.927273,0.904819
5.928458,0.905239
5.929642,0.905660
5.930825,0.906081
5.932009,0.906503
5.933192,0.906924
5.934375,0.907345
5.935557,0.907767
5.936739,0.908189
5.937921,0.908610
5.939102,0.909032
5.940283,0.909454
5.941464,0.909876
5.942645,0.910298
5.943825,0.910721
5.945005,0.911143
5.946184,0.911565
5.947364,0.911988
5.948543,0.912411
5.949722,0.912833
5.950900,0.913256
5.952078,0.913679
5.953256,0.914102
5.954434,0.914525
5.955612,0.914948
5.956789,0.915372
5.957966,0.915795
5.959143,0.916218
5.960319,0.916642
5.961496,0.917065
5.962672,0.917489
5.963848,0.917913
5.965023,0.918337
5.966199,0.918760
5.967374,0.919184
5.968549,0.919608
5.969724,0.920032
5.970899,0.920456
5.972073,0.920881
5.973247,0.921305
5.974421,0.921729
5.975595,0.922154
5.976769,0.922578
5.977943,0.923002
5.979116,0.923427
5.980290,0.923851
5.981463,0.924276
5.982636,0.924701
5.983808,0.925125
5.984981,0.925550
5.986154,0.925975
5.987326,0.926400
5.988498,0.926825
5.989671,0.927250
5.990843,0.927675
5.992014,0.928100
5.993186,0.928525
5.994358,0.928950
5.995529,0.929375
5.996701,0.929800
5.997872,0.930225
5.999044,0.930650
6.000215,0.931076
6.001386,0.931501
6.002557,0.931926
6.003728,0.932352
6.004898,0.932777
6.006069,0.933202
6.007240,0.933628
6.008411,0.934053
6.009581,0.934479
6.010752,0.934904
6.011922,0.935329
6.013092,0.935755
6.014263,0.936180
6.015433,0.936606
6.016603,0.937031
6.017773,0.937457
6.018943,0.937882
6.020114,0.938308
6.021284,0.938734
6.022454,0.939159
6.023624,0.939585
6.024794,0.940010
6.025964,0.940436
6.027134,0.940861
6.028304,0.941287
6.029474,0.941712
6.030644,0.942138
6.031813,0.942564
6.032983,0.942989
6.034153,0.943415
6.035323,0.943840
6.036493,0.944266
6.037663,0.944691
6.038833,0.945117
6.040003,0.945542
6.041173,0.945968
6.042343,0.946393
6.043514,0.946819
6.044684,0.947244
6.045854,0.947669
6.047024,0.948095
6.048194,0.948520
6.049365,0.948945
6.050535,0.949371
6.051705,0.949796
6.052876,0.950221
6.054046,0.950647
6.055217,0.951072
6.056388,0.951497
6.057558,0.951922
6.058729,0.952347
6.059900,0.952772
6.061071,0.953197
6.062242,0.953623
6.063413,0.954048
6.064584,0.954473
6.065756,0.954897
6.066927,0.955322
6.068098,0.955747
6.069270,0.956172
6.070442,0.956597
6.071613,0.957022
6.072785,0.957446
6.073957,0.957871
6.075129,0.958296
6.076301,0.958720
6.077474,0.959145
6.078646,0.959569
6.079819,0.959993
6.080991,0.960418
6.082164,0.960842
6.083337,0.961266
6.084510,0.961691
6.085684,0.962115
6.086857,0.962539
6.088030,0.962963
6.089204,0.963387
6.090378,0.963811
6.091552,0.964235
6.092726,0.964659
6.093900,0.965082
6.095074,0.965506
6.096249,0.965930
6.097424,0.966353
6.098599,0.966777
6.099774,0.967200
6.100949,0.967624
6.102124,0.968047
6.103300,0.968470
6.104476,0.968893
6.105652,0.969317
6.106828,0.969740
6.108004,0.970163
6.109181,0.970585
6.110357,0.971008
6.111534,0.971431
6.112711,0.971854
6.113889,0.972276
6.115066,0.972699
6.116244,0.973121
6.117422,0.973544
6.118600,0.973966
6.119778,0.974388
6.120957,0.974810
6.122136,0.975232
6.123315,0.975654
6.124494,0.976076
6.125673,0.976498
6.126853,0.976920
6.128033,0.977341
6.129213,0.977763
6.130393,0.978184
6.131574,0.978606
6.132755,0.979027
6.133936,0.979448
6.135117,0.979869
6.136299,0.980290
6.137481,0.980711
6.138663,0.981132
6.139845,0.981552
6.141028,0.981973
6.142211,0.982394
6.143394,0.982814
6.144578,0.983234
6.145761,0.983655
6.146945,0.984075
6.148130,0.984495
6.149314,0.984915
6.150499,0.985334
6.151684,0.985754
6.152869,0.986174
6.154055,0.986593
6.155241,0.987013
6.156427,0.987432
6.157614,0.987851
6.158801,0.988270
6.159988,0.988689
6.161175,0.989108
6.162363,0.989527
6.163551,0.989945
6.164739,0.990364
6.165928,0.990782
6.167117,0.991200
6.168306,0.991619
6.169496,0.992037
6.170686,0.992455
6.171876,0.992872
6.173067,0.993290
6.174258,0.993708
6.175449,0.994125
6.176641,0.994543
6.177833,0.994960
6.179025,0.995377
6.180218,0.995794
6.181411,0.996211
6.182604,0.996627
6.183798,0.997044
6.184992,0.997461
6.186186,0.997877
6.187381,0.998293
6.188576,0.998709
6.189771,0.999125
6.190967,0.999541
6.192163,0.999957
6.193360,1.000372
6.194557,1.000788
6.195754,1.001203
6.196951,1.001618
6.198149,1.002033
6.199348,1.002448
6.200547,1.002863
6.201746,1.003278
6.202945,1.003692
6.204145,1.004106
6.205346,1.004521
6.206546,1.004935
6.207748,1.005349
6.208949,1.005763
6.210151,1.006176
6.211353,1.006590
6.212556,1.007003
6.213759,1.007416
6.214963,1.007829
6.216167,1.008242
6.217371,1.008655
6.218576,1.009068
6.219781,1.009480
6.220987,1.009893
6.222193,1.010305
6.223400,1.010717
6.224607,1.011129
6.225814,1.011541
6.227022,1.011952
6.228230,1.012364
6.229439,1.012775
6.230648,1.013186
6.231858,1.013597
6.233068,1.014008
6.234278,1.014419
6.235489,1.014829
6.236700,1.015240
6.237912,1.015650
6.239125,1.016060
6.240337,1.016470
6.241551,1.016880
6.242764,1.017289
6.243978,1.017698
6.245193,1.018108
6.246408,1.018517
6.247624,1.018926
6.248840,1.019335
6.250056,1.019743
6.251273,1.020152
6.252491,1.020560
6.253709,1.020968
6.254928,1.021376
6.256147,1.021784
6.257366,1.022191
6.258586,1.022599
6.259807,1.023006
6.261028,1.023413
6.262249,1.023820
6.263471,1.024227
6.264694,1.024633
6.265917,1.025040
6.267140,1.025446
6.268364,1.025852
6.269589,1.026258
6.270814,1.026663
6.272040,1.027069
6.273266,1.027474
6.274493,1.027879
6.275720,1.028284
6.276948,1.028689
6.278176,1.029094
6.279405,1.029498
6.280634,1.029902
6.281864,1.030306
6.283095,1.030710
6.284326,1.031114
6.285557,1.031518
6.286789,1.031921
6.288022,1.032324
6.289255,1.032727
6.290489,1.033130
6.291724,1.033532
6.292959,1.033935
6.294194,1.034337
6.295430,1.034739
6.296667,1.035141
6.297904,1.035542
6.299142,1.035944
6.300381,1.036345
6.301620,1.036746
6.302859,1.037147
6.304100,1.037548
6.305340,1.037948
6.306582,1.038348
6.307824,1.038749
6.309066,1.039148
6.310310,1.039548
6.311554,1.039948
6.312798,1.040347
6.314043,1.040746
6.315289,1.041145
6.316535,1.041544
6.317782,1.041942
6.319029,1.042340
6.320278,1.042738
6.321526,1.043136
6.322776,1.043534
6.324026,1.043931
6.325277,1.044329
6.326528,1.044726
6.327780,1.045123
6.329032,1.045519
6.330286,1.045916
6.331540,1.046312
6.332794,1.046708
6.334049,1.047104
6.335305,1.047499
6.336562,1.047895
6.337819,1.048290
6.339077,1.048685
6.340336,1.049080
6.341595,1.049474
6.342855,1.049868
6.344115,1.050262
6.345377,1.050656
6.346638,1.051050
6.347901,1.051443
6.349164,1.051837
6.350428,1.052230
6.351693,1.052623
6.352959,1.053015
6.354225,1.053407
6.355492,1.053800
6.356759,1.054192
6.358027,1.054583
6.359296,1.054975
6.360566,1.055366
6.361836,1.055757
6.363107,1.056148
6.364379,1.056538
6.365652,1.056929
6.366925,1.057319
6.368199,1.057709
6.369474,1.058098
6.370749,1.058488
6.372025,1.058877
6.373302,1.059266
6.374580,1.059655
6.375859,1.060043
6.377138,1.060431
6.378418,1.060819
6.379699,1.061207
6.380980,1.061595
6.382262,1.061982
6.383545,1.062369
6.384829,1.062756
6.386114,1.063143
6.387399,1.063529
6.388685,1.063915
6.389972,1.064301
6.391260,1.064687
6.392549,1.065072
6.393838,1.065458
6.395128,1.065843
6.396419,1.066227
6.397711,1.066612
6.399003,1.066996
6.400296,1.067380
6.401591,1.067764
6.402886,1.068147
6.404181,1.068530
6.405478,1.068913
6.406775,1.069296
6.408074,1.069679
6.409373,1.070061
6.410673,1.070443
6.411973,1.070825
6.413275,1.071206
6.414577,1.071588
6.415881,1.071969
6.417185,1.072349
6.418490,1.072730
6.419796,1.073110
6.421102,1.073490
6.422410,1.073870
6.423718,1.074249
6.425028,1.074629
6.426338,1.075008
6.427649,1.075386
6.428961,1.075765
6.430274,1.076143
6.431588,1.076521
6.432902,1.076899
6.434218,1.077276
6.435534,1.077653
6.436852,1.078030
6.438170,1.078407
6.439489,1.078783
6.440809,1.079159
6.442130,1.079535
6.443452,1.079911
6.444775,1.080286
6.446099,1.080661
6.447423,1.081036
6.448749,1.081410
6.450076,1.081784
6.451403,1.082158
6.452732,1.082532
6.454061,1.082905
6.455392,1.083279
6.456723,1.083651
6.458055,1.084024
6.459389,1.084396
6.460723,1.084768
6.462058,1.085140
6.463394,1.085512
6.464731,1.085883
6.466070,1.086254
6.467409,1.086625
6.468749,1.086995
6.470090,1.087365
6.471432,1.087735
6.472775,1.088104
6.474120,1.088474
6.475465,1.088843
6.476811,1.089211
