time, R
2.233502,0.885065
2.234710,0.885478
2.235918,0.885891
2.237124,0.886305
2.238330,0.886719
2.239536,0.887132
2.240741,0.887547
2.241945,0.887961
2.243148,0.888375
2.244351,0.888790
2.245554,0.889205
2.246756,0.889620
2.247957,0.890035
2.249158,0.890451
2.250358,0.890866
2.251557,0.891282
2.252756,0.891698
2.253955,0.892114
2.255153,0.892531
2.256350,0.892947
2.257547,0.893364
2.258743,0.893781
2.259939,0.894198
2.261134,0.894615
2.262329,0.895032
2.263523,0.895450
2.264717,0.895868
2.265911,0.896285
2.267103,0.896704
2.268296,0.897122
2.269488,0.897540
2.270679,0.897959
2.271870,0.898377
2.273061,0.898796
2.274251,0.899215
2.275441,0.899634
2.276630,0.900053
2.277819,0.900473
2.279007,0.900892
2.280195,0.901312
2.281383,0.901732
2.282570,0.902152
2.283757,0.902572
2.284943,0.902992
2.286129,0.903412
2.287315,0.903832
2.288500,0.904253
2.289685,0.904674
2.290870,0.905095
2.292054,0.905515
2.293238,0.905937
2.294421,0.906358
2.295604,0.906779
2.296787,0.907200
2.297970,0.907622
2.299152,0.908043
2.300334,0.908465
2.301515,0.908887
2.302697,0.909309
2.303877,0.909731
2.305058,0.910153
2.306238,0.910575
2.307418,0.910998
2.308598,0.911420
2.309778,0.911843
2.310957,0.912265
2.312136,0.912688
2.313314,0.913111
2.314493,0.913534
2.315671,0.913957
2.316849,0.914380
2.318026,0.914803
2.319203,0.915226
2.320381,0.915649
2.321557,0.916073
2.322734,0.916496
2.323910,0.916920
2.325087,0.917343
2.326263,0.917767
2.327438,0.918191
2.328614,0.918615
2.329789,0.919038
2.330964,0.919462
2.332139,0.919886
2.333314,0.920311
2.334489,0.920735
2.335663,0.921159
2.336837,0.921583
2.338011,0.922007
2.339185,0.922432
2.340359,0.922856
2.341532,0.923281
2.342705,0.923705
2.343879,0.924130
2.345052,0.924555
2.346225,0.924979
2.347397,0.925404
2.348570,0.925829
2.349742,0.926254
2.350915,0.926679
2.352087,0.927103
2.353259,0.927528
2.354431,0.927953
2.355603,0.928378
2.356774,0.928804
2.357946,0.929229
2.359117,0.929654
2.360289,0.930079
2.361460,0.930504
2.362631,0.930929
2.363802,0.931355
2.364973,0.931780
2.366144,0.932205
2.367315,0.932631
2.368486,0.933056
2.369657,0.933481
2.370827,0.933907
2.371998,0.934332
2.373168,0.934758
2.374339,0.935183
2.375509,0.935608
2.376680,0.936034
2.377850,0.936459
2.379020,0.936885
2.380190,0.937310
2.381360,0.937736
2.382531,0.938162
2.383701,0.938587
2.384871,0.939013
2.386041,0.939438
2.387211,0.939864
2.388381,0.940289
2.389551,0.940715
2.390721,0.941140
2.391891,0.941566
2.393061,0.941992
2.394231,0.942417
2.395400,0.942843
2.396570,0.943268
2.397740,0.943694
2.398910,0.944119
2.400080,0.944545
2.401250,0.944970
2.402420,0.945396
2.403590,0.945821
2.404760,0.946247
2.405931,0.946672
2.407101,0.947098
2.408271,0.947523
2.409441,0.947948
2.410611,0.948374
2.411782,0.948799
2.412952,0.949224
2.414122,0.949650
2.415293,0.950075
2.416463,0.950500
2.417634,0.950925
2.418804,0.951351
2.419975,0.951776
2.421146,0.952201
2.422317,0.952626
2.423488,0.953051
2.424659,0.953476
2.425830,0.953901
2.427001,0.954326
2.428172,0.954751
2.429343,0.955176
2.430515,0.955601
2.431686,0.956026
2.432858,0.956451
2.434030,0.956875
2.435202,0.957300
2.436374,0.957725
2.437546,0.958149
2.438718,0.958574
2.439890,0.958999
2.441062,0.959423
2.442235,0.959847
2.443408,0.960272
2.444580,0.960696
2.445753,0.961120
2.446926,0.961545
2.448099,0.961969
2.449273,0.962393
2.450446,0.962817
2.451620,0.963241
2.452793,0.963665
2.453967,0.964089
2.455141,0.964513
2.456316,0.964937
2.457490,0.965360
2.458664,0.965784
2.459839,0.966208
2.461014,0.966631
2.462189,0.967055
2.463364,0.967478
2.464540,0.967901
2.465715,0.968325
2.466891,0.968748
2.468067,0.969171
2.469243,0.969594
2.470419,0.970017
2.471595,0.970440
2.472772,0.970863
2.473949,0.971286
2.475126,0.971708
2.476303,0.972131
2.477481,0.972553
2.478658,0.972976
2.479836,0.973398
2.481014,0.973821
2.482192,0.974243
2.483371,0.974665
2.484550,0.975087
2.485729,0.975509
2.486908,0.975931
2.488087,0.976353
2.489267,0.976774
2.490447,0.977196
2.491627,0.977618
2.492807,0.978039
2.493987,0.978461
2.495168,0.978882
2.496349,0.979303
2.497531,0.979724
2.498712,0.980145
2.499894,0.980566
2.501076,0.980987
2.502258,0.981408
2.503441,0.981828
2.504624,0.982249
2.505807,0.982669
2.506990,0.983090
2.508174,0.983510
2.509358,0.983930
2.510542,0.984350
2.511726,0.984770
2.512911,0.985190
2.514096,0.985610
2.515281,0.986029
2.516467,0.986449
2.517653,0.986868
2.518839,0.987288
2.520025,0.987707
2.521212,0.988126
2.522399,0.988545
2.523586,0.988964
2.524774,0.989383
2.525962,0.989801
2.527150,0.990220
2.528339,0.990638
2.529528,0.991057
2.530717,0.991475
2.531906,0.991893
2.533096,0.992311
2.534286,0.992729
2.535477,0.993146
2.536668,0.993564
2.537859,0.993982
2.539050,0.994399
2.540242,0.994816
2.541434,0.995233
2.542627,0.995650
2.543820,0.996067
2.545013,0.996484
2.546206,0.996901
2.547400,0.997317
2.548595,0.997734
2.549789,0.998150
2.550984,0.998566
2.552179,0.998982
2.553375,0.999398
2.554571,0.999814
2.555768,1.000229
2.556964,1.000645
2.558161,1.001060
2.559359,1.001475
2.560557,1.001890
2.561755,1.002305
2.562954,1.002720
2.564153,1.003135
2.565352,1.003549
2.566552,1.003964
2.567752,1.004378
2.568953,1.004792
2.570154,1.005206
2.571355,1.005620
2.572557,1.006034
2.573759,1.006447
2.574962,1.006861
2.576165,1.007274
2.577368,1.007687
2.578572,1.008100
2.579776,1.008513
2.580981,1.008926
2.582186,1.009338
2.583392,1.009751
2.584598,1.010163
2.585804,1.010575
2.587011,1.010987
2.588218,1.011399
2.589426,1.011811
2.590634,1.012222
2.591842,1.012634
2.593051,1.013045
2.594261,1.013456
2.595471,1.013867
2.596681,1.014277
2.597892,1.014688
2.599103,1.015098
2.600315,1.015509
2.601527,1.015919
2.602740,1.016329
2.603953,1.016739
2.605166,1.017148
2.606380,1.017558
2.607595,1.017967
2.608810,1.018376
2.610025,1.018785
2.611241,1.019194
2.612457,1.019603
2.613674,1.020011
2.614892,1.020419
2.616109,1.020827
2.617328,1.021235
2.618547,1.021643
2.619766,1.022051
2.620986,1.022458
2.622206,1.022866
2.623427,1.023273
2.624648,1.023680
2.625870,1.024087
2.627093,1.024493
2.628315,1.024900
2.629539,1.025306
2.630763,1.025712
2.631987,1.026118
2.633212,1.026524
2.634438,1.026929
2.635664,1.027335
2.636890,1.027740
2.638117,1.028145
2.639345,1.028550
2.640573,1.028954
2.641802,1.029359
2.643031,1.029763
2.644260,1.030167
2.645491,1.030571
2.646722,1.030975
2.647953,1.031379
2.649185,1.031782
2.650418,1.032185
2.651651,1.032588
2.652884,1.032991
2.654119,1.033394
2.655353,1.033796
2.656589,1.034199
2.657825,1.034601
2.659061,1.035003
2.660298,1.035404
2.661536,1.035806
2.662774,1.036207
2.664013,1.036608
2.665252,1.037009
2.666492,1.037410
2.667733,1.037810
2.668974,1.038211
2.670216,1.038611
2.671458,1.039011
2.672701,1.039411
2.673945,1.039810
2.675189,1.040209
2.676434,1.040609
2.677680,1.041008
2.678926,1.041406
2.680172,1.041805
2.681420,1.042203
2.682668,1.042601
2.683916,1.042999
2.685165,1.043397
2.686415,1.043795
2.687666,1.044192
2.688917,1.044589
2.690169,1.044986
2.691421,1.045383
2.692674,1.045779
2.693928,1.046176
2.695182,1.046572
2.696437,1.046967
2.697693,1.047363
2.698949,1.047759
2.700206,1.048154
2.701464,1.048549
2.702722,1.048944
2.703981,1.049338
2.705241,1.049733
2.706501,1.050127
2.707762,1.050521
2.709024,1.050915
2.710286,1.051308
2.711549,1.051701
2.712813,1.052095
2.714078,1.052487
2.715343,1.052880
2.716609,1.053272
2.717875,1.053665
2.719142,1.054057
2.720410,1.054448
2.721679,1.054840
2.722949,1.055231
2.724219,1.055622
2.725490,1.056013
2.726761,1.056404
2.728033,1.056794
2.729306,1.057185
2.730580,1.057574
2.731855,1.057964
2.733130,1.058354
2.734406,1.058743
2.735683,1.059132
2.736960,1.059521
2.738238,1.059909
2.739517,1.060298
2.740797,1.060686
2.742077,1.061074
2.743359,1.061461
2.744641,1.061849
2.745924,1.062236
2.747207,1.062623
2.748491,1.063010
2.749776,1.063396
2.751062,1.063782
2.752349,1.064168
2.753636,1.064554
2.754925,1.064940
2.756214,1.065325
2.757504,1.065710
2.758794,1.066095
2.760086,1.066479
2.761378,1.066864
2.762671,1.067248
2.763965,1.067632
2.765259,1.068015
2.766555,1.068399
2.767851,1.068782
2.769148,1.069165
2.770446,1.069547
2.771745,1.069929
2.773045,1.070312
2.774345,1.070693
2.775647,1.071075
2.776949,1.071456
2.778252,1.071837
2.779556,1.072218
2.780860,1.072599
2.782166,1.072979
2.783472,1.073359
2.784780,1.073739
2.786088,1.074119
2.787397,1.074498
2.788707,1.074877
2.790017,1.075256
2.791329,1.075634
2.792642,1.076013
2.793955,1.076391
2.795270,1.076769
2.796585,1.077146
2.797901,1.077523
2.799218,1.077900
2.800536,1.078277
2.801855,1.078653
2.803174,1.079030
2.804495,1.079406
2.805817,1.079781
2.807139,1.080157
2.808463,1.080532
2.809787,1.080907
2.811112,1.081281
2.812439,1.081656
2.813766,1.082030
2.815094,1.082403
2.816423,1.082777
2.817753,1.083150
2.819084,1.083523
2.820416,1.083896
2.821749,1.084268
2.823083,1.084640
2.824418,1.085012
2.825754,1.085384
2.827091,1.085755
2.828429,1.086126
2.829767,1.086497
2.831107,1.086868
2.832448,1.087238
2.833790,1.087608
2.835133,1.087977
2.836477,1.088347
2.837821,1.088716
2.839167,1.089085
2.840514,1.089453
2.841862,1.089821
2.843211,1.090189
2.844561,1.090557
2.845912,1.090924
2.847264,1.091291
2.848617,1.091658
2.849971,1.092025
2.851327,1.092391
2.852683,1.092757
2.854040,1.093123
2.855399,1.093488
2.856758,1.093853
2.858119,1.094218
2.859480,1.094582
2.860843,1.094946
2.862207,1.095310
2.863572,1.095674
2.864938,1.096037
2.866305,1.096400
2.867673,1.096763
2.869042,1.097125
2.870413,1.097487
2.871784,1.097849
2.873157,1.098211
2.874531,1.098572
2.875906,1.098933
2.877282,1.099293
2.878659,1.099654
2.880038,1.100014
2.881417,1.100373
2.882798,1.100733
2.884180,1.101092
2.885563,1.101451
2.886947,1.101809
2.888332,1.102167
2.889719,1.102525
2.891107,1.102883
2.892496,1.103240
2.893886,1.103597
2.895277,1.103953
2.896670,1.104310
2.898063,1.104666
2.899458,1.105021
2.900855,1.105377
2.902252,1.105732
2.903651,1.106086
2.905051,1.106441
2.906452,1.106795
2.907854,1.107148
2.909258,1.107502
2.910663,1.107855
2.912069,1.108208
2.913477,1.108560
2.914885,1.108912
2.916295,1.109264
2.917707,1.109616
2.919119,1.109967
2.920533,1.110318
2.921949,1.110668
2.923365,1.111018
2.924783,1.111368
2.926202,1.111718
2.927623,1.112067
2.929044,1.112416
2.930468,1.112764
2.931892,1.113112
2.933318,1.113460
2.934745,1.113808
2.936174,1.114155
2.937604,1.114502
2.939035,1.114848
2.940468,1.115194
2.941902,1.115540
2.943338,1.115886
2.944775,1.116231
2.946213,1.116575
2.947653,1.116920
2.949094,1.117264
2.950536,1.117608
2.951980,1.117951
2.953426,1.118294
2.954873,1.118637
2.956321,1.118979
2.957771,1.119321
2.959222,1.119663
2.960675,1.120004
2.962129,1.120345
2.963585,1.120686
2.965042,1.121026
2.966501,1.121366
2.967961,1.121706
2.969423,1.122045
2.970886,1.122384
2.972351,1.122722
2.973817,1.123060
2.975285,1.123398
2.976754,1.123735
2.978225,1.124072
2.979698,1.124409
2.981172,1.124745
2.982648,1.125081
2.984125,1.125417
2.985604,1.125752
2.987084,1.126087
2.988566,1.126421
2.990050,1.126755
2.991535,1.127089
2.993022,1.127423
2.994511,1.127755
2.996001,1.128088
2.997493,1.128420
2.998987,1.128752
3.000482,1.129084
3.001979,1.129415
3.003478,1.129745
3.004978,1.130076
3.006480,1.130406
3.007984,1.130735
3.009489,1.131064
3.010996,1.131393
3.012505,1.131722
3.014016,1.132050
3.015529,1.132377
3.017043,1.132705
3.018559,1.133031
3.020077,1.133358
3.021596,1.133684
3.023118,1.134010
3.024641,1.134335
3.026166,1.134660
3.027693,1.134984
3.029221,1.135309
3.030752,1.135632
3.032284,1.135956
3.033819,1.136278
3.035355,1.136601
3.036893,1.136923
3.038433,1.137245
3.039975,1.137566
3.041519,1.137887
3.043064,1.138207
3.044612,1.138527
3.046162,1.138847
3.047713,1.139166
3.049267,1.139485
3.050823,1.139804
3.052380,1.140122
3.053940,1.140439
3.055501,1.140756
3.057065,1.141073
3.058631,1.141389
3.060198,1.141705
3.061768,1.142021
3.063340,1.142336
3.064914,1.142651
3.066490,1.142965
3.068068,1.143279
3.069649,1.143592
3.071231,1.143905
3.072816,1.144217
3.074402,1.144529
3.075991,1.144841
3.077582,1.145152
3.079176,1.145463
3.080771,1.145773
3.082369,1.146083
3.083969,1.146393
3.085571,1.146701
3.087176,1.147010
3.088782,1.147318
3.090391,1.147626
3.092003,1.147933
3.093616,1.148240
3.095232,1.148546
3.096851,1.148852
3.098471,1.149157
3.100095,1.149462
3.101720,1.149767
3.103348,1.150071
3.104978,1.150374
3.106611,1.150677
3.108246,1.150980
3.109884,1.151282
3.111524,1.151584
3.113167,1.151885
3.114812,1.152186
3.116459,1.152486
3.118110,1.152786
3.119762,1.153086
3.121418,1.153384
3.123076,1.153683
3.124736,1.153981
3.126399,1.154278
3.128065,1.154575
3.129734,1.154872
3.131405,1.155168
3.133079,1.155463
3.134755,1.155758
3.136435,1.156053
3.138117,1.156347
3.139802,1.156640
3.141489,1.156933
3.143180,1.157226
3.144873,1.157518
3.146569,1.157810
3.148268,1.158101
3.149970,1.158391
3.151675,1.158681
3.153383,1.158971
3.155093,1.159260
3.156807,1.159548
3.158524,1.159836
3.160243,1.160124
3.161966,1.160411
3.163692,1.160697
3.165421,1.160983
3.167153,1.161268
3.168888,1.161553
3.170626,1.161838
3.172367,1.162121
3.174112,1.162405
3.175860,1.162687
3.177611,1.162970
3.179365,1.163251
3.181123,1.163532
3.182884,1.163813
3.184648,1.164093
3.186416,1.164373
3.188187,1.164652
3.189961,1.164930
3.191739,1.165208
3.193521,1.165485
3.195306,1.165762
3.197094,1.166038
3.198886,1.166314
3.200682,1.166589
3.202481,1.166863
3.204284,1.167137
3.206091,1.167410
3.207901,1.167683
3.209715,1.167955
3.211533,1.168227
3.213355,1.168498
3.215180,1.168768
3.217010,1.169038
3.218843,1.169307
3.220680,1.169576
3.222522,1.169844
3.224367,1.170111
3.226216,1.170378
3.228069,1.170645
3.229927,1.170910
3.231789,1.171175
3.233655,1.171440
3.235525,1.171703
3.237399,1.171967
3.239278,1.172229
3.241161,1.172491
3.243048,1.172752
3.244940,1.173013
3.246837,1.173273
3.248738,1.173533
3.250643,1.173791
3.252553,1.174049
3.254468,1.174307
3.256387,1.174564
3.258312,1.174820
3.260241,1.175075
3.262174,1.175330
3.264113,1.175585
3.266057,1.175838
3.268006,1.176091
3.269959,1.176343
3.271918,1.176595
3.273882,1.176845
3.275852,1.177096
3.277826,1.177345
3.279806,1.177594
3.281791,1.177842
3.283782,1.178089
3.285778,1.178336
3.287780,1.178582
3.289787,1.178827
3.291800,1.179071
3.293819,1.179315
3.295844,1.179558
3.297875,1.179801
3.299911,1.180042
3.301954,1.180283
3.304002,1.180523
3.306057,1.180762
3.308118,1.181001
3.310186,1.181239
3.312260,1.181476
3.314340,1.181712
3.316427,1.181948
3.318521,1.182183
3.320621,1.182417
3.322728,1.182650
3.324843,1.182882
3.326964,1.183114
3.329092,1.183345
3.331228,1.183575
3.333370,1.183804
3.335521,1.184032
3.337678,1.184260
3.339844,1.184486
3.342017,1.184712
3.344198,1.184937
3.346386,1.185161
3.348583,1.185384
3.350789,1.185607
3.353002,1.185828
3.355224,1.186049
3.357454,1.186269
3.359693,1.186488
3.361941,1.186706
3.364198,1.186923
3.366465,1.187139
3.368740,1.187354
3.371025,1.187568
3.373319,1.187782
3.375623,1.187994
3.377937,1.188205
3.380262,1.188416
3.382596,1.188625
3.384941,1.188834
3.387297,1.189041
3.389663,1.189248
3.392040,1.189454
3.394429,1.189658
3.396829,1.189861
3.399241,1.190064
3.401665,1.190265
3.404101,1.190465
3.406549,1.190665
3.409010,1.190863
3.411484,1.191060
3.413971,1.191256
3.416471,1.191450
3.418985,1.191644
3.421514,1.191837
3.424057,1.192028
3.426614,1.192218
3.429187,1.192407
3.431775,1.192595
3.434379,1.192781
3.436999,1.192967
3.439635,1.193151
3.442289,1.193333
3.444960,1.193515
3.447649,1.193695
3.450357,1.193874
3.453083,1.194051
3.455829,1.194227
3.458595,1.194402
3.461382,1.194575
3.464189,1.194747
3.467019,1.194918
3.469872,1.195087
3.472747,1.195254
3.475647,1.195420
3.478572,1.195584
3.481523,1.195747
3.484500,1.195908
3.487505,1.196068
3.490539,1.196226
3.493603,1.196382
3.496698,1.196536
3.499825,1.196688
3.502987,1.196839
3.506183,1.196988
3.509416,1.197135
3.512688,1.197280
3.516000,1.197422
3.519355,1.197563
3.522755,1.197702
3.526202,1.197838
3.529698,1.197972
3.533248,1.198104
3.536854,1.198233
3.540519,1.198360
3.544249,1.198484
3.548047,1.198605
3.551919,1.198724
3.555870,1.198839
3.559908,1.198952
3.564041,1.199061
3.568277,1.199167
3.572628,1.199269
3.577106,1.199367
3.581729,1.199460
3.586514,1.199549
3.591488,1.199634
3.596683,1.199712
3.602142,1.199784
3.607926,1.199850
3.614124,1.199907
3.620879,1.199953
3.628452,1.199987
3.637431,1.200000
3.650246,1.199970
3.660990,1.199900
3.670697,1.199803
3.678960,1.199694
3.686081,1.199580
3.692392,1.199465
3.698132,1.199348
3.703457,1.199229
3.708471,1.199108
3.713243,1.198984
3.717818,1.198859
3.722230,1.198730
3.726503,1.198599
3.730654,1.198466
3.734698,1.198331
3.738645,1.198193
3.742506,1.198053
3.746287,1.197910
3.749996,1.197766
3.753637,1.197619
3.757215,1.197471
3.760736,1.197320
3.764202,1.197168
3.767617,1.197014
3.770984,1.196857
3.774305,1.196699
3.777583,1.196540
3.780820,1.196378
3.784019,1.196215
3.787180,1.196051
3.790307,1.195884
3.793399,1.195716
3.796459,1.195547
3.799488,1.195376
3.802488,1.195204
3.805459,1.195030
3.808402,1.194854
3.811319,1.194677
3.814210,1.194499
3.817077,1.194320
3.819920,1.194139
3.822740,1.193956
3.825537,1.193773
3.828313,1.193588
3.831068,1.193402
3.833803,1.193214
3.836518,1.193026
3.839213,1.192836
3.841891,1.192645
3.844550,1.192453
3.847191,1.192259
3.849815,1.192064
3.852423,1.191869
3.855014,1.191672
3.857589,1.191474
3.860149,1.191275
3.862694,1.191074
3.865224,1.190873
3.867740,1.190671
3.870241,1.190467
3.872729,1.190262
3.875203,1.190057
3.877664,1.189850
3.880112,1.189643
3.882547,1.189434
3.884970,1.189224
3.887381,1.189014
3.889780,1.188802
3.892167,1.188589
3.894543,1.188376
3.896907,1.188161
3.899261,1.187946
3.901604,1.187730
3.903936,1.187512
3.906258,1.187294
3.908569,1.187075
3.910871,1.186855
3.913163,1.186634
3.915445,1.186412
3.917717,1.186189
3.919980,1.185965
3.922234,1.185741
3.924478,1.185516
3.926714,1.185289
3.928941,1.185062
3.931160,1.184834
3.933369,1.184606
3.935571,1.184376
3.937764,1.184146
3.939949,1.183914
3.942126,1.183682
3.944295,1.183450
3.946457,1.183216
3.948610,1.182981
3.950756,1.182746
3.952895,1.182510
3.955026,1.182273
3.957150,1.182036
3.959267,1.181797
3.961377,1.181558
3.963480,1.181318
3.965576,1.181078
3.967665,1.180836
3.969748,1.180594
3.971824,1.180351
3.973893,1.180108
3.975956,1.179864
3.978013,1.179618
3.980063,1.179373
3.982107,1.179126
3.984145,1.178879
3.986177,1.178631
3.988203,1.178382
3.990223,1.178133
3.992238,1.177883
3.994246,1.177632
3.996249,1.177381
3.998246,1.177129
4.000238,1.176876
4.002224,1.176623
4.004204,1.176368
4.006179,1.176114
4.008149,1.175858
4.010114,1.175602
4.012073,1.175345
4.014027,1.175088
4.015976,1.174830
4.017920,1.174571
4.019859,1.174311
4.021793,1.174051
4.023722,1.173791
4.025647,1.173529
4.027566,1.173267
4.029481,1.173005
4.031391,1.172742
4.033296,1.172478
4.035197,1.172213
4.037093,1.171948
4.038985,1.171683
4.040872,1.171416
4.042755,1.171149
4.044633,1.170882
4.046507,1.170614
4.048377,1.170345
4.050242,1.170076
4.052103,1.169806
4.053960,1.169535
4.055813,1.169264
4.057662,1.168992
4.059506,1.168720
4.061347,1.168447
4.063184,1.168174
4.065016,1.167900
4.066845,1.167625
4.068670,1.167350
4.070490,1.167074
4.072308,1.166798
4.074121,1.166521
4.075930,1.166244
4.077736,1.165966
4.079538,1.165687
4.081336,1.165408
4.083131,1.165128
4.084922,1.164848
4.086710,1.164567
4.088494,1.164286
4.090274,1.164004
4.092051,1.163722
4.093824,1.163439
4.095594,1.163155
4.097361,1.162871
4.099124,1.162587
4.100884,1.162302
4.102640,1.162016
4.104393,1.161730
4.106143,1.161443
4.107890,1.161156
4.109633,1.160868
4.111374,1.160580
4.113110,1.160292
4.114844,1.160002
4.116575,1.159713
4.118303,1.159422
4.120027,1.159131
4.121748,1.158840
4.123467,1.158548
4.125182,1.158256
4.126894,1.157963
4.128604,1.157670
4.130310,1.157376
4.132013,1.157082
4.133714,1.156787
4.135412,1.156492
4.137106,1.156196
4.138798,1.155900
4.140487,1.155603
4.142173,1.155306
4.143857,1.155008
4.145537,1.154710
4.147215,1.154411
4.148890,1.154112
4.150563,1.153812
4.152232,1.153512
4.153899,1.153212
4.155564,1.152911
4.157225,1.152609
4.158885,1.152307
4.160541,1.152005
4.162195,1.151702
4.163846,1.151398
4.165495,1.151095
4.167141,1.150790
4.168784,1.150485
4.170425,1.150180
4.172064,1.149875
4.173700,1.149568
4.175334,1.149262
4.176965,1.148955
4.178594,1.148647
4.180220,1.148339
4.181844,1.148031
4.183465,1.147722
4.185084,1.147413
4.186701,1.147103
4.188315,1.146793
4.189928,1.146482
4.191537,1.146171
4.193145,1.145860
4.194750,1.145548
4.196353,1.145235
4.197953,1.144922
4.199552,1.144609
4.201148,1.144295
4.202742,1.143981
4.204333,1.143667
4.205923,1.143352
4.207510,1.143036
4.209095,1.142721
4.210678,1.142404
4.212259,1.142088
4.213837,1.141771
4.215414,1.141453
4.216988,1.141135
4.218561,1.140817
4.220131,1.140498
4.221699,1.140179
4.223265,1.139859
4.224829,1.139539
4.226391,1.139219
4.227951,1.138898
4.229509,1.138577
4.231065,1.138255
4.232619,1.137933
4.234171,1.137611
4.235721,1.137288
4.237268,1.136965
4.238815,1.136641
4.240359,1.136317
4.241901,1.135993
4.243441,1.135668
4.244979,1.135342
4.246516,1.135017
4.248050,1.134691
4.249583,1.134364
4.251114,1.134037
4.252642,1.133710
4.254169,1.133383
4.255695,1.133055
4.257218,1.132726
4.258740,1.132397
4.260259,1.132068
4.261777,1.131739
4.263293,1.131409
4.264808,1.131078
4.266320,1.130748
4.267831,1.130417
4.269340,1.130085
4.270847,1.129753
4.272353,1.129421
4.273857,1.129089
4.275359,1.128756
4.276859,1.128422
4.278358,1.128088
4.279855,1.127754
4.281350,1.127420
4.282844,1.127085
4.284335,1.126750
4.285826,1.126414
4.287314,1.126078
4.288801,1.125742
4.290286,1.125405
4.291770,1.125068
4.293252,1.124731
4.294733,1.124393
4.296211,1.124055
4.297689,1.123716
4.299164,1.123378
4.300638,1.123038
4.302111,1.122699
4.303582,1.122359
4.305051,1.122019
4.306519,1.121678
4.307985,1.121337
4.309449,1.120996
4.310913,1.120654
4.312374,1.120312
4.313834,1.119969
4.315293,1.119627
4.316750,1.119284
4.318205,1.118940
4.319660,1.118596
4.321112,1.118252
4.322563,1.117908
4.324013,1.117563
4.325461,1.117218
4.326908,1.116872
4.328353,1.116526
4.329797,1.116180
4.331239,1.115834
4.332680,1.115487
4.334120,1.115139
4.335558,1.114792
4.336995,1.114444
4.338430,1.114096
4.339864,1.113747
4.341296,1.113398
4.342727,1.113049
4.344157,1.112699
4.345585,1.112350
4.347012,1.111999
4.348438,1.111649
4.349862,1.111298
4.351285,1.110947
4.352707,1.110595
4.354127,1.110243
4.355546,1.109891
4.356964,1.109539
4.358380,1.109186
4.359795,1.108833
4.361208,1.108479
4.362621,1.108125
4.364032,1.107771
4.365441,1.107417
4.366850,1.107062
4.368257,1.106707
4.369663,1.106351
4.371068,1.105996
4.372471,1.105640
4.373873,1.105283
4.375274,1.104927
4.376674,1.104570
4.378072,1.104212
4.379469,1.103855
4.380865,1.103497
4.382260,1.103138
4.383653,1.102780
4.385045,1.102421
4.386436,1.102062
4.387826,1.101702
4.389215,1.101343
4.390602,1.100983
4.391988,1.100622
4.393373,1.100261
4.394757,1.099900
4.396140,1.099539
4.397521,1.099178
4.398902,1.098816
4.400281,1.098453
4.401659,1.098091
4.403036,1.097728
4.404412,1.097365
4.405786,1.097002
4.407160,1.096638
4.408532,1.096274
4.409903,1.095910
4.411273,1.095545
4.412642,1.095180
4.414010,1.094815
4.415377,1.094450
4.416742,1.094084
4.418107,1.093718
4.419470,1.093351
4.420832,1.092985
4.422194,1.092618
4.423554,1.092251
4.424913,1.091883
4.426271,1.091515
4.427628,1.091147
4.428984,1.090779
4.430338,1.090410
4.431692,1.090041
4.433045,1.089672
4.434396,1.089303
4.435747,1.088933
4.437097,1.088563
4.438445,1.088193
4.439793,1.087822
4.441139,1.087451
4.442485,1.087080
4.443829,1.086708
4.445172,1.086337
4.446515,1.085965
4.447856,1.085592
4.449197,1.085220
4.450536,1.084847
4.451874,1.084474
4.453212,1.084101
4.454548,1.083727
4.455884,1.083353
4.457218,1.082979
4.458552,1.082604
4.459884,1.082230
4.461216,1.081855
4.462546,1.081479
4.463876,1.081104
4.465204,1.080728
4.466532,1.080352
4.467859,1.079976
4.469185,1.079599
4.470510,1.079222
4.471834,1.078845
4.473157,1.078468
4.474479,1.078090
4.475800,1.077712
4.477120,1.077334
4.478439,1.076956
4.479758,1.076577
4.481075,1.076198
4.482392,1.075819
4.483707,1.075439
4.485022,1.075060
4.486336,1.074680
4.487649,1.074300
4.488961,1.073919
4.490272,1.073538
4.491583,1.073157
4.492892,1.072776
4.494201,1.072395
4.495508,1.072013
4.496815,1.071631
4.498121,1.071249
4.499426,1.070866
4.500731,1.070483
4.502034,1.070101
4.503337,1.069717
4.504638,1.069334
4.505939,1.068950
4.507239,1.068566
4.508538,1.068182
4.509837,1.067797
4.511134,1.067413
4.512431,1.067028
4.513727,1.066643
4.515022,1.066257
4.516316,1.065872
4.517609,1.065486
4.518902,1.065099
4.520194,1.064713
4.521485,1.064326
4.522775,1.063940
4.524064,1.063553
4.525353,1.063165
4.526640,1.062778
4.527927,1.062390
4.529214,1.062002
4.530499,1.061614
4.531784,1.061225
4.533067,1.060836
4.534351,1.060447
4.535633,1.060058
4.536914,1.059669
4.538195,1.059279
4.539475,1.058889
4.540754,1.058499
4.542033,1.058109
4.543311,1.057718
4.544588,1.057327
4.545864,1.056936
4.547139,1.056545
4.548414,1.056154
4.549688,1.055762
4.550961,1.055370
4.552234,1.054978
4.553506,1.054586
4.554777,1.054193
4.556047,1.053800
4.557317,1.053407
4.558586,1.053014
4.559854,1.052621
4.561122,1.052227
4.562389,1.051833
4.563655,1.051439
4.564920,1.051045
4.566185,1.050650
4.567449,1.050255
4.568712,1.049860
4.569975,1.049465
4.571237,1.049070
